CV_ID,Resume_Text,Skills,Education,Experience_Years,Job_ID,Job_Title,Required_Skills_For_The_Job,Job_Fit_Score,Outcome
cv0621,"Experienced professional skilled in Agile, Python, Java, Communication, Scrum, Leadership.","Agile, Python, Java, Communication, Scrum, Leadership",B.Sc,6,Job_20,Project Manager,"Python, React, Leadership",0.64,Shortlisted
cv0622,"Experienced professional skilled in Agile, Scrum, Python.","Agile, Scrum, Python",M.Tech,9,Job_3,Machine Learning Engineer,"Node.js, Machine Learning, SQL, Project Management",0.36,Rejected
cv0623,"Experienced professional skilled in React, Python, Scrum, SQL, Machine Learning.","React, Python, Scrum, SQL, Machine Learning",MBA,7,Job_425,Machine Learning Engineer,"Communication, Python, React, Scrum",0.73,Shortlisted
cv0624,"Experienced professional skilled in Java, C++, Python, Project Management.","Java, C++, Python, Project Management",B.Tech,1,Job_75,Backend Developer,"Leadership, Agile",0.04,Rejected
cv0625,"Experienced professional skilled in Node.js, Scrum, Leadership.","Node.js, Scrum, Leadership",M.Sc,9,Job_183,Data Scientist,"SQL, Machine Learning, Communication, Deep Learning, Node.js",0.48,Rejected
cv0626,"Experienced professional skilled in Leadership, Agile, Python, Communication.","Leadership, Agile, Python, Communication",M.Tech,5,Job_437,Frontend Developer,"Python, Deep Learning, React, Scrum",0.35,Rejected
cv0627,"Experienced professional skilled in C++, Python, Scrum, Machine Learning, React.","C++, Python, Scrum, Machine Learning, React",M.Tech,3,Job_10,Software Engineer,"Machine Learning, Communication, Node.js",0.32,Rejected
cv0628,"Experienced professional skilled in Scrum, Machine Learning, SQL, Leadership, Java, Node.js.","Scrum, Machine Learning, SQL, Leadership, Java, Node.js",MBA,13,Job_494,Machine Learning Engineer,"C++, Leadership, React, Python, Project Management",0.52,Shortlisted
cv0629,"Experienced professional skilled in Project Management, Scrum, Leadership, Agile, SQL, Machine Learning.","Project Management, Scrum, Leadership, Agile, SQL, Machine Learning",B.Sc,11,Job_45,Project Manager,"Machine Learning, Deep Learning, Node.js, C++",0.55,Shortlisted
cv0630,"Experienced professional skilled in SQL, Node.js, Java.","SQL, Node.js, Java",M.Sc,3,Job_39,Data Scientist,"React, Leadership, C++",0.12,Rejected
cv0631,"Experienced professional skilled in Machine Learning, Node.js, Deep Learning, Python, React.","Machine Learning, Node.js, Deep Learning, Python, React",M.Tech,9,Job_424,Project Manager,"Deep Learning, SQL",0.66,Shortlisted
cv0632,"Experienced professional skilled in Communication, Deep Learning, Java.","Communication, Deep Learning, Java",M.Tech,1,Job_353,Frontend Developer,"Communication, Leadership, Deep Learning, Agile, Scrum",0.28,Rejected
cv0633,"Experienced professional skilled in Node.js, Java, Agile, Deep Learning, React, Leadership.","Node.js, Java, Agile, Deep Learning, React, Leadership",MBA,9,Job_338,Project Manager,"SQL, Node.js",0.66,Shortlisted
cv0634,"Experienced professional skilled in Project Management, Node.js, Agile, Scrum, Deep Learning, React.","Project Management, Node.js, Agile, Scrum, Deep Learning, React",B.Tech,13,Job_489,Machine Learning Engineer,"Leadership, Java, Scrum, Machine Learning, React",0.64,Shortlisted
cv0635,"Experienced professional skilled in Node.js, C++, Java.","Node.js, C++, Java",MBA,15,Job_78,Software Engineer,"SQL, Communication, Scrum",0.4,Rejected
cv0636,"Experienced professional skilled in Communication, Python, C++.","Communication, Python, C++",B.Tech,1,Job_147,Data Scientist,"Python, Machine Learning, Java, Project Management, Agile",0.16,Rejected
cv0637,"Experienced professional skilled in Machine Learning, Project Management, C++, Agile, React.","Machine Learning, Project Management, C++, Agile, React",M.Sc,10,Job_472,Data Scientist,"Leadership, C++, React, Project Management",0.85,Hired
cv0638,"Experienced professional skilled in Leadership, Agile, Python.","Leadership, Agile, Python",B.Tech,7,Job_138,Data Scientist,"SQL, Deep Learning",0.28,Rejected
cv0639,"Experienced professional skilled in Leadership, Java, Node.js.","Leadership, Java, Node.js",M.Tech,2,Job_94,Project Manager,"Project Management, SQL, Deep Learning, React",0.08,Rejected
cv0640,"Experienced professional skilled in Agile, Machine Learning, Communication, Scrum, React.","Agile, Machine Learning, Communication, Scrum, React",B.Sc,15,Job_346,Project Manager,"Leadership, SQL, Node.js, C++",0.4,Rejected
cv0641,"Experienced professional skilled in Project Management, Leadership, Scrum, React.","Project Management, Leadership, Scrum, React",MBA,7,Job_35,Project Manager,"Agile, Scrum, C++, Java",0.43,Rejected
cv0642,"Experienced professional skilled in C++, Deep Learning, Communication, Node.js, Java.","C++, Deep Learning, Communication, Node.js, Java",B.Sc,11,Job_341,Backend Developer,"Python, React",0.4,Rejected
cv0643,"Experienced professional skilled in React, C++, Agile, Project Management, Communication.","React, C++, Agile, Project Management, Communication",B.Tech,6,Job_114,Data Scientist,"React, Java, Machine Learning",0.44,Rejected
cv0644,"Experienced professional skilled in Node.js, Java, Leadership, Communication, C++.","Node.js, Java, Leadership, Communication, C++",B.Tech,5,Job_29,Data Scientist,"React, Node.js",0.5,Shortlisted
cv0645,"Experienced professional skilled in Leadership, Agile, Node.js, Scrum, C++, Deep Learning.","Leadership, Agile, Node.js, Scrum, C++, Deep Learning",B.Sc,6,Job_154,Machine Learning Engineer,"Leadership, Project Management, Java",0.44,Rejected
cv0646,"Experienced professional skilled in Agile, Java, Leadership, Node.js, React.","Agile, Java, Leadership, Node.js, React",M.Sc,6,Job_333,Software Engineer,"Agile, Python",0.54,Shortlisted
cv0647,"Experienced professional skilled in Python, React, Agile, Communication, SQL.","Python, React, Agile, Communication, SQL",M.Sc,2,Job_119,Project Manager,"Java, Scrum",0.08,Rejected
cv0648,"Experienced professional skilled in Communication, SQL, Machine Learning.","Communication, SQL, Machine Learning",M.Sc,1,Job_450,Machine Learning Engineer,"Agile, React, C++",0.04,Rejected
cv0649,"Experienced professional skilled in Agile, Python, Node.js.","Agile, Python, Node.js",B.Sc,9,Job_280,Project Manager,"Node.js, Agile, SQL",0.76,Hired
cv0650,"Experienced professional skilled in C++, React, Node.js, Leadership.","C++, React, Node.js, Leadership",B.Tech,11,Job_94,Frontend Developer,"SQL, Scrum, Leadership, Node.js",0.7,Shortlisted
cv0651,"Experienced professional skilled in Agile, Machine Learning, SQL, Deep Learning, Scrum.","Agile, Machine Learning, SQL, Deep Learning, Scrum",B.Sc,13,Job_327,Project Manager,"Deep Learning, Scrum, C++, Java, Machine Learning",0.76,Hired
cv0652,"Experienced professional skilled in Scrum, SQL, React.","Scrum, SQL, React",M.Sc,5,Job_344,Software Engineer,"Machine Learning, Deep Learning, Agile, Scrum",0.35,Rejected
cv0653,"Experienced professional skilled in Java, Machine Learning, Leadership, Python, Communication.","Java, Machine Learning, Leadership, Python, Communication",MBA,13,Job_32,Project Manager,"Java, SQL, Leadership, Node.js, Communication",0.76,Hired
cv0654,"Experienced professional skilled in Communication, Agile, SQL, C++, Scrum, Python.","Communication, Agile, SQL, C++, Scrum, Python",MBA,6,Job_213,Data Scientist,"Python, C++, Communication, Agile",0.84,Hired
cv0655,"Experienced professional skilled in Node.js, React, Java, Project Management, C++.","Node.js, React, Java, Project Management, C++",B.Sc,3,Job_216,Frontend Developer,"React, Machine Learning, Python",0.32,Rejected
cv0656,"Experienced professional skilled in Node.js, C++, Project Management, Leadership.","Node.js, C++, Project Management, Leadership",B.Tech,15,Job_458,Software Engineer,"Leadership, SQL, Deep Learning, Project Management",0.7,Shortlisted
cv0657,"Experienced professional skilled in Scrum, Leadership, Node.js, Java.","Scrum, Leadership, Node.js, Java",B.Tech,8,Job_286,Backend Developer,"C++, Deep Learning, SQL, React",0.32,Rejected
cv0658,"Experienced professional skilled in Communication, C++, React, Deep Learning.","Communication, C++, React, Deep Learning",B.Tech,14,Job_135,Project Manager,"Deep Learning, Java",0.7,Shortlisted
cv0659,"Experienced professional skilled in C++, Python, Communication, Node.js, SQL, Machine Learning.","C++, Python, Communication, Node.js, SQL, Machine Learning",M.Sc,2,Job_130,Software Engineer,"Machine Learning, Python, Java, Deep Learning",0.38,Rejected
cv0660,"Experienced professional skilled in Agile, SQL, React, Leadership, Machine Learning.","Agile, SQL, React, Leadership, Machine Learning",M.Sc,14,Job_52,Data Scientist,"React, SQL",1,Hired
cv0661,"Experienced professional skilled in Deep Learning, Java, Python, Communication, React.","Deep Learning, Java, Python, Communication, React",B.Sc,14,Job_479,Frontend Developer,"Leadership, React, C++, Deep Learning",0.7,Shortlisted
cv0662,"Experienced professional skilled in SQL, Communication, React, Java.","SQL, Communication, React, Java",B.Tech,1,Job_332,Software Engineer,"C++, Deep Learning, Scrum, Python",0.04,Rejected
cv0663,"Experienced professional skilled in Project Management, React, Python, SQL, Scrum, Java.","Project Management, React, Python, SQL, Scrum, Java",B.Sc,1,Job_79,Backend Developer,"Machine Learning, React, Leadership, Node.js, Python",0.28,Rejected
cv0664,"Experienced professional skilled in Node.js, React, Java, Machine Learning, Project Management, SQL.","Node.js, React, Java, Machine Learning, Project Management, SQL",M.Sc,5,Job_392,Frontend Developer,"SQL, React, Communication",0.6,Shortlisted
cv0665,"Experienced professional skilled in Scrum, Python, SQL, Node.js, Machine Learning.","Scrum, Python, SQL, Node.js, Machine Learning",B.Sc,14,Job_261,Project Manager,"SQL, Node.js, React, Agile",0.7,Shortlisted
cv0666,"Experienced professional skilled in Project Management, Python, Communication, Agile.","Project Management, Python, Communication, Agile",B.Sc,3,Job_315,Backend Developer,"Java, Agile",0.42,Rejected
cv0667,"Experienced professional skilled in Communication, Node.js, Machine Learning, Project Management, Python.","Communication, Node.js, Machine Learning, Project Management, Python",M.Sc,9,Job_165,Backend Developer,"SQL, Node.js",0.66,Shortlisted
cv0668,"Experienced professional skilled in SQL, Machine Learning, Communication, Node.js.","SQL, Machine Learning, Communication, Node.js",B.Tech,15,Job_394,Backend Developer,"C++, Deep Learning, Agile",0.4,Rejected
cv0669,"Experienced professional skilled in C++, Communication, Leadership, Scrum.","C++, Communication, Leadership, Scrum",M.Sc,2,Job_275,Backend Developer,"Java, Machine Learning, Scrum, Deep Learning",0.23,Rejected
cv0670,"Experienced professional skilled in C++, Java, Scrum, Python, Node.js, Leadership.","C++, Java, Scrum, Python, Node.js, Leadership",M.Sc,3,Job_419,Frontend Developer,"SQL, Leadership, Agile",0.32,Rejected
cv0671,"Experienced professional skilled in Java, SQL, Agile.","Java, SQL, Agile",M.Tech,15,Job_54,Machine Learning Engineer,"Leadership, Scrum",0.4,Rejected
cv0672,"Experienced professional skilled in C++, Scrum, Leadership, Machine Learning, Agile.","C++, Scrum, Leadership, Machine Learning, Agile",MBA,14,Job_147,Data Scientist,"Python, Deep Learning, Machine Learning",0.6,Shortlisted
cv0673,"Experienced professional skilled in Python, SQL, Scrum.","Python, SQL, Scrum",B.Sc,9,Job_440,Software Engineer,"Communication, Deep Learning, Python",0.56,Shortlisted
cv0674,"Experienced professional skilled in Scrum, Leadership, Deep Learning, Machine Learning, Python.","Scrum, Leadership, Deep Learning, Machine Learning, Python",B.Sc,2,Job_394,Backend Developer,"Node.js, Python",0.38,Rejected
cv0675,"Experienced professional skilled in Python, Communication, Machine Learning, Node.js, C++.","Python, Communication, Machine Learning, Node.js, C++",M.Sc,12,Job_311,Machine Learning Engineer,"Machine Learning, Project Management, Java",0.6,Shortlisted
cv0676,"Experienced professional skilled in Python, Machine Learning, React, Java.","Python, Machine Learning, React, Java",M.Sc,1,Job_272,Software Engineer,"Python, Machine Learning, Deep Learning, React",0.49,Rejected
cv0677,"Experienced professional skilled in Node.js, C++, Leadership, Communication.","Node.js, C++, Leadership, Communication",B.Tech,3,Job_304,Software Engineer,"Python, Java, Agile, Machine Learning",0.12,Rejected
cv0678,"Experienced professional skilled in Python, SQL, Project Management, React, C++, Scrum.","Python, SQL, Project Management, React, C++, Scrum",B.Tech,3,Job_84,Frontend Developer,"Deep Learning, C++, Agile, Machine Learning",0.27,Rejected
cv0679,"Experienced professional skilled in Scrum, Communication, Deep Learning, SQL.","Scrum, Communication, Deep Learning, SQL",MBA,15,Job_465,Frontend Developer,"Scrum, Communication",1,Hired
cv0680,"Experienced professional skilled in SQL, Communication, Machine Learning, Node.js, React.","SQL, Communication, Machine Learning, Node.js, React",M.Sc,8,Job_20,Backend Developer,"Python, Leadership, C++, Java",0.32,Rejected
cv0681,"Experienced professional skilled in Scrum, SQL, Node.js, Agile.","Scrum, SQL, Node.js, Agile",MBA,12,Job_365,Data Scientist,"React, Leadership, C++",0.4,Rejected
cv0682,"Experienced professional skilled in Python, Node.js, Project Management.","Python, Node.js, Project Management",M.Tech,1,Job_35,Machine Learning Engineer,"Agile, Leadership, C++, Scrum",0.04,Rejected
cv0683,"Experienced professional skilled in React, Deep Learning, SQL, Python, Project Management.","React, Deep Learning, SQL, Python, Project Management",M.Sc,9,Job_77,Frontend Developer,"Scrum, Communication, Machine Learning",0.36,Rejected
cv0684,"Experienced professional skilled in SQL, Java, Python, Node.js, Communication, Machine Learning.","SQL, Java, Python, Node.js, Communication, Machine Learning",B.Sc,8,Job_262,Software Engineer,"Scrum, Project Management, C++, Deep Learning",0.32,Rejected
cv0685,"Experienced professional skilled in Communication, Agile, Machine Learning, React, Scrum, Project Management.","Communication, Agile, Machine Learning, React, Scrum, Project Management",M.Tech,14,Job_314,Software Engineer,"React, Python, Communication, Deep Learning",0.7,Shortlisted
cv0686,"Experienced professional skilled in Python, Project Management, Scrum, React, SQL, Java.","Python, Project Management, Scrum, React, SQL, Java",M.Sc,5,Job_268,Backend Developer,"SQL, Node.js, Agile",0.4,Rejected
cv0687,"Experienced professional skilled in C++, Project Management, SQL.","C++, Project Management, SQL",B.Sc,12,Job_160,Backend Developer,"Python, Machine Learning",0.4,Rejected
